;Date;Q-P1;Q-P2;Q-P3;Q-P4
692;09.05.2012;2201;2312;3120;1182
693;10.05.2012;3901;557;4564;613
694;11.05.2012;1582;3386;5422;1685
695;12.05.2012;7208;2927;4800;1717
696;13.05.2012;2996;1782;1642;1729
697;14.05.2012;7050;3285;5807;601
698;15.05.2012;7272;1982;5260;1269
699;16.05.2012;5094;1588;4648;1176
700;17.05.2012;3665;3274;1525;531
701;18.05.2012;5377;3018;4728;681
702;19.05.2012;1468;1684;5096;1431
703;20.05.2012;1226;847;2535;572
704;21.05.2012;3211;442;582;1390
705;22.05.2012;556;766;4125;1277
706;23.05.2012;1612;2455;1828;767
707;24.05.2012;1846;2420;1708;1897
708;25.05.2012;7339;1075;3247;1289
709;26.05.2012;7500;3407;4137;1291
710;27.05.2012;1401;1609;1961;1897
711;28.05.2012;1693;1023;2058;1163
712;29.05.2012;5097;795;3543;933
713;30.05.2012;1117;2963;3241;875
714;31.05.2012;1128;1348;3487;1019
715;01.06.2012;7106;1403;1311;918
716;02.06.2012;4765;2123;4776;1349
717;03.06.2012;353;2554;1631;1960
718;04.06.2012;6214;2995;3631;914
719;05.06.2012;7501;3407;2539;505
720;06.06.2012;1120;2725;5461;993
721;07.06.2012;7033;1509;4612;770
722;08.06.2012;7198;3135;2945;955
723;09.06.2012;2130;1707;3999;1568
724;10.06.2012;2481;666;4280;456
725;11.06.2012;5682;1399;1890;1007
726;12.06.2012;2606;1682;2831;1571
727;13.06.2012;5178;1157;2916;426
728;14.06.2012;476;1383;3268;1483
729;15.06.2012;4159;487;4336;971
730;16.06.2012;5473;3671;5769;1440
731;17.06.2012;5729;3261;2504;576
732;18.06.2012;1043;2448;2315;1050
733;19.06.2012;3687;3268;1685;294
734;20.06.2012;5483;1215;940;642
735;21.06.2012;6352;391;461;412
736;22.06.2012;1743;3909;1976;1900
737;23.06.2012;1531;3575;2869;1537
738;24.06.2012;6039;3906;5037;475
739;25.06.2012;2478;2191;1634;902
740;26.06.2012;7207;3545;2859;1903
741;27.06.2012;4493;2280;1707;1895
742;28.06.2012;7651;1380;5564;940
743;29.06.2012;3463;3852;3259;1278
744;30.06.2012;7082;2679;771;1724
745;01.07.2012;7517;2285;1804;1499
746;02.07.2012;6287;3007;5239;813
747;03.07.2012;3501;3805;4587;1827
748;04.07.2012;7577;1567;557;958
749;05.07.2012;2969;2505;5793;761
750;06.07.2012;6651;632;5763;1384
751;07.07.2012;5462;3874;2180;1867
752;08.07.2012;2616;3316;5003;1542
753;09.07.2012;2112;1657;2580;305
754;10.07.2012;3364;1854;2926;1215
755;11.07.2012;1708;3093;497;1100
756;12.07.2012;4673;2278;1536;1374
757;13.07.2012;3396;1340;4890;1616
758;14.07.2012;3508;1819;3265;786
759;15.07.2012;1758;1685;3143;1160
760;16.07.2012;5801;612;1859;1153
761;17.07.2012;7043;2498;3669;1586
762;18.07.2012;4211;3413;3841;1084
763;19.07.2012;6439;2049;260;1174
764;20.07.2012;5117;1224;3133;1788
765;21.07.2012;5673;1606;1961;1794
766;22.07.2012;2129;1439;5141;1843
767;23.07.2012;5658;2016;4942;1543
768;24.07.2012;3534;2422;1519;421
769;25.07.2012;3270;1334;2504;1036
770;26.07.2012;4741;2241;2897;1261
771;27.07.2012;6072;1117;5238;1891
772;28.07.2012;2479;3095;3811;1744
773;29.07.2012;2112;2561;3628;1801
774;30.07.2012;5229;2789;2507;1177
775;31.07.2012;2715;829;2827;666
776;01.08.2012;2349;790;2257;672
777;02.08.2012;6737;1718;4081;1833
778;03.08.2012;6163;2631;731;552
779;04.08.2012;4351;276;2337;1599
780;05.08.2012;1637;3891;5004;1396
781;06.08.2012;2376;3798;1058;1784
782;07.08.2012;3887;3872;1703;1891
783;08.08.2012;7065;3097;4439;633
784;09.08.2012;7095;2671;4351;834
785;10.08.2012;4555;3530;1733;1137
786;11.08.2012;7719;1551;917;1870
787;12.08.2012;2609;2406;402;1597
788;13.08.2012;669;1817;2541;554
789;14.08.2012;5005;672;3778;1077
790;15.08.2012;6447;3646;630;426
791;16.08.2012;5525;3238;3436;1389
792;17.08.2012;1761;2814;4988;1348
793;18.08.2012;4527;2472;4554;1089
794;19.08.2012;2735;2042;2053;569
795;20.08.2012;632;2576;5438;1360
796;21.08.2012;4782;2449;2843;1191
797;22.08.2012;5941;1467;4352;425
798;23.08.2012;7090;1316;5264;568
799;24.08.2012;7595;1454;2315;1129
800;25.08.2012;3407;1664;5099;478
801;26.08.2012;3361;1978;2164;729
802;27.08.2012;5409;3603;3907;1385
803;28.08.2012;5497;2901;4721;1709
804;29.08.2012;5019;2843;4419;587
805;31.08.2012;1249;2313;5939;704
806;01.09.2012;1721;3957;5744;1432
807;02.09.2012;5682;1033;4525;397
808;03.09.2012;268;324;1406;1088
809;04.09.2012;1644;1391;3463;1071
810;05.09.2012;5673;3350;2901;980
811;06.09.2012;5139;1750;5480;1558
812;07.09.2012;6681;2604;2537;319
813;08.09.2012;1069;3947;5851;1474
814;09.09.2012;296;1154;4546;255
815;10.09.2012;3688;2183;2082;778
816;11.09.2012;3538;1861;5755;1253
817;12.09.2012;6341;409;4484;1661
818;13.09.2012;6455;2901;1136;1640
819;14.09.2012;6584;1109;1795;1275
820;15.09.2012;1114;2116;4191;1751
821;16.09.2012;5192;569;2986;299
822;17.09.2012;7148;1209;1851;1652
823;18.09.2012;6720;2101;2316;1226
824;19.09.2012;473;1887;2051;935
825;20.09.2012;1540;1208;4231;1339
826;21.09.2012;4762;347;1649;498
827;22.09.2012;6298;3958;4314;1001
828;23.09.2012;1883;1551;3698;1890
829;24.09.2012;1607;2645;4742;1033
830;25.09.2012;1290;2096;3184;1124
831;26.09.2012;461;2390;661;1664
832;27.09.2012;2045;3994;3407;461
833;28.09.2012;2665;3681;3631;966
834;29.09.2012;5814;2674;705;1648
835;30.09.2012;2377;1141;774;1424
836;31-9-2012;1003;256;1346;1449
837;01.10.2012;2533;1093;2696;1286
838;02.10.2012;865;1516;5277;1631
839;03.10.2012;6530;857;5632;590
840;04.10.2012;5612;2549;3313;1828
841;05.10.2012;3695;3835;4363;1802
842;06.10.2012;7517;2580;4707;699
843;07.10.2012;2203;2602;2260;1621
844;08.10.2012;6530;3793;1011;1235
845;09.10.2012;1900;3939;4374;1905
846;10.10.2012;2342;1168;3693;1289
847;11.10.2012;4088;1658;4411;472
848;12.10.2012;2656;1431;1366;717
849;13.10.2012;7783;3808;1534;1286
850;14.10.2012;5859;1302;4287;784
851;15.10.2012;3186;377;5682;1450
852;16.10.2012;2101;2456;1295;1037
853;17.10.2012;5816;2516;2076;1130
854;18.10.2012;743;2260;1323;1150
855;19.10.2012;6561;2651;1877;1860
856;20.10.2012;7875;1511;2797;790
857;21.10.2012;6713;661;3284;590
858;22.10.2012;7810;3608;2715;1488
859;23.10.2012;6585;2056;2149;1826
860;24.10.2012;2146;1167;3469;626
861;25.10.2012;7588;3898;3723;500
862;26.10.2012;871;2016;5767;1700
863;27.10.2012;4618;1979;3997;1635
864;28.10.2012;1915;393;5139;1168
865;29.10.2012;5822;3158;2749;535
866;30.10.2012;6824;1979;2084;338
867;01.11.2012;2744;1142;5750;1627
868;02.11.2012;4171;3461;955;767
869;03.11.2012;1129;1018;5991;1561
870;04.11.2012;5810;2467;1854;511
871;05.11.2012;2277;3615;1096;1609
872;06.11.2012;7790;510;2429;732
873;07.11.2012;6387;1929;5576;1809
874;08.11.2012;3132;3134;2754;1184
875;09.11.2012;4202;821;3100;897
876;10.11.2012;4921;1484;5703;1995
877;11.11.2012;4045;3479;2823;1606
878;12.11.2012;3188;2142;5493;1739
879;13.11.2012;3236;274;4872;260
880;14.11.2012;6145;498;4273;1942
881;15.11.2012;3260;1954;2317;887
882;16.11.2012;5731;2341;1541;463
883;17.11.2012;2408;1768;1693;553
884;18.11.2012;761;560;1769;1828
885;19.11.2012;1543;3060;2811;1276
886;20.11.2012;2839;2831;2642;1816
887;21.11.2012;1759;2346;5806;1360
888;22.11.2012;2612;2847;3322;1975
889;23.11.2012;6309;3291;575;311
890;24.11.2012;2377;1257;4654;1823
891;25.11.2012;7738;1436;2928;297
892;26.11.2012;7033;615;658;796
893;27.11.2012;2832;883;907;1338
894;28.11.2012;6058;3737;3465;1965
895;29.11.2012;2231;3306;319;874
896;30.11.2012;3768;2043;2834;736
897;31-11-2012;2509;2666;4146;593
898;01.12.2012;5282;621;867;838
899;02.12.2012;6410;1854;2321;1645
900;03.12.2012;6466;564;2436;1883
901;04.12.2012;7101;490;1300;1734
902;05.12.2012;864;3725;3642;1925
903;06.12.2012;6753;1514;2268;1001
904;07.12.2012;6852;892;521;579
905;08.12.2012;6154;1175;3177;1382
906;09.12.2012;4130;1949;4141;850
907;10.12.2012;5638;3684;1690;1804
908;11.12.2012;6486;2012;1393;837
909;12.12.2012;829;1529;802;680
910;13.12.2012;1072;1028;2450;1683
911;14.12.2012;7852;1544;1181;1419
912;15.12.2012;7472;491;4826;489
913;16.12.2012;3144;2619;4597;751
914;17.12.2012;5230;699;504;1615
915;18.12.2012;6148;2661;536;714
916;19.12.2012;1620;578;552;810
917;20.12.2012;263;1634;1101;1380
918;21.12.2012;4304;3211;3210;1031
919;22.12.2012;6502;1305;5079;1911
920;23.12.2012;556;559;3145;476
921;24.12.2012;7513;2099;3126;1830
922;25.12.2012;3698;1542;2582;357
923;26.12.2012;5797;1135;1165;1745
924;27.12.2012;2291;3222;4726;998
925;28.12.2012;2136;1997;4659;1329
926;29.12.2012;1218;1486;1085;1190
927;30.12.2012;4163;3600;1710;448
928;01.01.2013;656;3758;3456;1525
929;02.01.2013;2357;1244;3229;1640
930;03.01.2013;4360;3596;2527;885
931;04.01.2013;4970;2809;393;1613
932;05.01.2013;6491;3347;2240;807
933;06.01.2013;2020;2228;664;1876
934;07.01.2013;3144;3071;4846;1894
935;08.01.2013;5727;2011;5992;1077
936;09.01.2013;2660;1905;4432;1358
937;10.01.2013;5349;371;2273;722
938;11.01.2013;6816;3269;5117;411
939;12.01.2013;6272;2430;5592;992
940;13.01.2013;7474;1552;1229;447
941;14.01.2013;7060;1163;4587;1531
942;15.01.2013;796;2259;4677;1863
943;16.01.2013;6631;3376;4632;1491
944;17.01.2013;5052;382;4095;1767
945;18.01.2013;1449;2597;2574;836
946;19.01.2013;5206;1217;3440;596
947;20.01.2013;1959;2803;3443;1948
948;21.01.2013;4253;2016;3006;1386
949;22.01.2013;7280;3603;5599;542
950;23.01.2013;3455;3342;1947;473
951;24.01.2013;793;3569;557;978
952;25.01.2013;4668;769;1903;679
953;26.01.2013;3110;324;1901;704
954;27.01.2013;7097;1535;5548;1664
955;28.01.2013;7102;3178;2295;465
956;29.01.2013;5534;2679;1603;1124
957;30.01.2013;5356;2661;5233;1056
958;31.01.2013;1502;2159;5095;637
959;01.02.2013;2680;1270;655;1231
960;02.02.2013;2204;3179;2307;575
961;03.02.2013;2256;3789;3480;1645
962;04.02.2013;3666;3355;2625;496
963;05.02.2013;1852;357;3460;1655
964;06.02.2013;692;2994;715;513
965;07.02.2013;3599;3334;3656;788
966;08.02.2013;6729;1953;2772;1499
967;09.02.2013;2171;1471;2609;880
968;10.02.2013;796;3607;5169;1205
969;11.02.2013;5909;3689;2003;887
970;12.02.2013;2993;1289;4231;911
971;13.02.2013;3407;801;1011;728
972;14.02.2013;5252;1162;1353;350
973;15.02.2013;1237;3560;639;353
974;16.02.2013;7951;3979;1477;1767
975;17.02.2013;7678;619;264;452
976;18.02.2013;6916;3058;5422;426
977;19.02.2013;5178;593;5536;772
978;20.02.2013;7697;896;5263;801
979;21.02.2013;4074;824;2435;323
980;22.02.2013;6262;2971;3161;1670
981;23.02.2013;3719;2596;5155;1427
982;24.02.2013;6520;700;4028;1651
983;25.02.2013;3968;784;994;723
984;26.02.2013;4687;2600;4744;1994
985;27.02.2013;5373;982;2917;1273
986;28.02.2013;5008;1261;4434;583
987;01.03.2013;625;1664;5471;865
988;02.03.2013;7168;580;3166;693
989;03.03.2013;4126;3150;2606;878
990;04.03.2013;2424;1790;2966;949
991;05.03.2013;4811;925;4208;769
992;06.03.2013;4269;3176;4701;1720
993;07.03.2013;2214;1245;1193;429
994;08.03.2013;7479;677;4792;1324
995;09.03.2013;7599;1303;3561;1024
996;10.03.2013;6652;3501;5970;1946
997;11.03.2013;2189;742;2534;1476
998;12.03.2013;479;1397;4527;954
999;13.03.2013;3298;3335;1363;1911
1000;14.03.2013;489;2568;4280;275
1001;15.03.2013;2987;2069;2337;325
1002;16.03.2013;7478;1742;4233;809
1003;17.03.2013;7202;471;2064;351
1004;18.03.2013;3100;1006;5087;1621
1005;19.03.2013;7500;1965;769;768
1006;20.03.2013;3007;1783;3482;1421
1007;21.03.2013;5538;2867;5139;1824
1008;22.03.2013;7658;2328;3326;1284
1009;23.03.2013;3325;1746;5804;1499
1010;24.03.2013;5363;2384;2298;978
1011;25.03.2013;7511;3378;1668;1017
1012;26.03.2013;4290;719;1029;828
1013;27.03.2013;4068;2503;2921;842
1014;28.03.2013;1375;2207;5933;937
1015;29.03.2013;4272;3434;4858;542
1016;30.03.2013;5291;2845;3608;1207
1017;31.03.2013;2258;1329;1068;1287
1018;01.04.2013;757;618;1922;1765
1019;02.04.2013;4196;3895;3519;1883
1020;03.04.2013;1207;3861;3980;1443
1021;04.04.2013;2918;3591;2585;1335
1022;05.04.2013;3951;878;3479;596
1023;06.04.2013;2274;3092;1015;1629
1024;07.04.2013;1776;661;3456;1754
1025;08.04.2013;6632;831;5986;583
1026;09.04.2013;7786;1114;4382;415
1027;10.04.2013;528;450;5673;1751
1028;11.04.2013;2282;1151;5107;1201
1029;12.04.2013;4304;995;1201;745
1030;13.04.2013;2112;1467;3400;1000
1031;14.04.2013;2266;2581;454;1855
1032;15.04.2013;7211;842;1981;1238
1033;16.04.2013;5978;3863;5636;1022
1034;17.04.2013;5587;653;586;799
1035;18.04.2013;6175;2007;1938;342
1036;19.04.2013;6773;1738;1907;1974
1037;20.04.2013;3224;1946;2660;1931
1038;21.04.2013;6924;2905;3003;1463
1039;22.04.2013;7573;2667;1306;455
1040;23.04.2013;4641;3253;1671;1395
1041;24.04.2013;7351;3205;4797;1207
1042;25.04.2013;2238;306;3875;1581
1043;26.04.2013;1143;3581;5659;811
1044;27.04.2013;4807;1513;1447;1710
1045;28.04.2013;482;3889;3614;1788
1046;29.04.2013;2890;3223;3997;1641
1047;30.04.2013;5656;1430;4956;747
1048;01.05.2013;1674;2811;5545;1747
1049;02.05.2013;354;3005;1747;1840
1050;03.05.2013;7794;2577;5005;301
1051;04.05.2013;3537;1835;2953;792
1052;05.05.2013;5714;1170;5449;1558
1053;06.05.2013;5753;341;4345;904
1054;07.05.2013;7274;1656;4003;706
1055;08.05.2013;832;1163;4870;1455
1056;09.05.2013;2773;922;2808;1344
1057;10.05.2013;6101;2559;4903;822
1058;11.05.2013;1057;2681;3825;1837
1059;12.05.2013;4502;3946;267;431
1060;13.05.2013;481;3715;1102;1696
1061;14.05.2013;319;2352;1147;1993
1062;15.05.2013;6541;907;3143;1921
1063;16.05.2013;6082;2802;4913;702
1064;17.05.2013;2964;2835;4022;1175
1065;18.05.2013;4901;1745;502;1784
1066;19.05.2013;2622;2997;2385;752
1067;20.05.2013;3409;2334;728;1636
1068;21.05.2013;4986;2345;5485;298
1069;22.05.2013;7017;3970;4691;1844
1070;23.05.2013;4541;753;1876;1593
1071;24.05.2013;2834;2022;1181;1744
1072;25.05.2013;5885;3060;4387;1430
1073;26.05.2013;7769;3640;4168;344
1074;27.05.2013;1058;3199;477;1210
1075;28.05.2013;3669;817;5313;1285
1076;29.05.2013;3342;2810;1083;1370
1077;30.05.2013;7732;3239;5503;1164
1078;31.05.2013;7547;2538;3873;410
1079;01.06.2013;289;2737;744;601
1080;02.06.2013;311;1508;5924;250
1081;03.06.2013;3323;2041;919;930
1082;04.06.2013;2431;2073;2537;1790
1083;05.06.2013;2625;972;2960;1104
1084;06.06.2013;6356;2813;1534;1361
1085;07.06.2013;1506;1907;328;281
1086;08.06.2013;4444;2552;1581;451
1087;09.06.2013;7325;1560;2257;1892
1088;10.06.2013;6378;3650;4476;350
1089;11.06.2013;2446;1578;2155;879
1090;12.06.2013;5766;253;1657;1236
1091;13.06.2013;5148;3147;3294;715
1092;14.06.2013;6740;3944;375;1418
1093;15.06.2013;1127;500;2958;1649
1094;16.06.2013;2265;2662;1892;545
1095;17.06.2013;3033;2724;1199;1135
1096;18.06.2013;7329;2317;1713;1335
1097;19.06.2013;6179;1087;741;1043
1098;20.06.2013;4211;1416;4024;1481
1099;21.06.2013;4217;2336;1851;427
1100;22.06.2013;6594;1005;4914;892
1101;23.06.2013;4841;1550;4508;1759
1102;24.06.2013;1119;3139;4522;886
1103;25.06.2013;3168;2088;1253;517
1104;26.06.2013;6654;867;4037;264
1105;27.06.2013;3420;1854;4001;588
1106;28.06.2013;7387;3837;2351;1802
1107;29.06.2013;1006;1993;3990;1812
1108;30.06.2013;7042;1629;1885;1165
1109;01.07.2013;672;1168;5444;750
1110;02.07.2013;487;1459;856;1899
1111;03.07.2013;4811;1546;5763;530
1112;04.07.2013;3927;3235;3583;446
1113;05.07.2013;536;3938;3539;1645
1114;06.07.2013;3096;459;4135;1011
1115;07.07.2013;2001;3830;4526;1873
1116;08.07.2013;7910;386;720;1117
1117;09.07.2013;3587;929;987;1813
1118;10.07.2013;7457;966;5432;1658
1119;11.07.2013;1664;1281;3457;554
1120;12.07.2013;5897;706;3549;1676
1121;13.07.2013;1913;1275;1551;1338
1122;14.07.2013;5097;3146;5853;324
1123;15.07.2013;560;3378;2410;1851
1124;16.07.2013;4798;1021;4117;1926
1125;17.07.2013;5683;2562;739;484
1126;18.07.2013;5849;1010;1059;1308
1127;19.07.2013;3410;2935;2770;1232
1128;20.07.2013;3254;2349;1996;1866
1129;21.07.2013;7909;336;2886;751
1130;22.07.2013;3622;3507;503;265
1131;23.07.2013;3437;2762;5110;1612
1132;24.07.2013;7511;377;435;961
1133;25.07.2013;5523;668;5159;1034
1134;26.07.2013;5438;1845;5093;1329
1135;27.07.2013;2880;1894;5611;1116
1136;28.07.2013;4383;679;3011;902
1137;29.07.2013;1118;3721;5708;1894
1138;30.07.2013;6711;1209;1640;1487
1139;31.07.2013;4905;1457;4470;369
1140;01.08.2013;282;1466;1178;762
1141;02.08.2013;7616;3945;3929;1593
1142;03.08.2013;3888;2121;893;443
1143;04.08.2013;7953;393;2250;486
1144;05.08.2013;6436;1394;5953;536
1145;06.08.2013;7826;1610;546;1949
1146;07.08.2013;7039;1670;5188;502
1147;08.08.2013;6689;2699;5079;1730
1148;09.08.2013;1605;3691;4701;564
1149;10.08.2013;499;1181;4741;838
1150;11.08.2013;2028;828;914;1108
1151;12.08.2013;1058;3119;4621;1498
1152;13.08.2013;4768;2508;2630;1564
1153;14.08.2013;5841;3098;867;452
1154;15.08.2013;3358;3388;3890;1640
1155;16.08.2013;6789;1038;1515;570
1156;17.08.2013;5012;1955;5664;1047
1157;18.08.2013;6254;767;1213;406
1158;19.08.2013;1707;277;497;740
1159;20.08.2013;3874;2022;3578;1248
1160;21.08.2013;4323;2593;1663;717
1161;22.08.2013;4849;3573;2835;1438
1162;23.08.2013;5292;258;2553;1291
1163;24.08.2013;6037;1969;5945;1831
1164;25.08.2013;470;1657;250;1764
1165;26.08.2013;2943;2508;2750;1944
1166;27.08.2013;5045;277;3289;1658
1167;28.08.2013;6601;994;5760;1319
1168;29.08.2013;807;334;1387;709
1169;31.08.2013;5650;2776;2516;1685
1170;01.09.2013;4004;569;4713;553
1171;02.09.2013;2266;2100;5257;368
1172;03.09.2013;7251;1721;4925;1152
1173;04.09.2013;3834;2076;4230;1819
1174;05.09.2013;7530;1391;3940;489
1175;06.09.2013;1308;3935;1776;1445
1176;07.09.2013;7642;3382;2602;1919
1177;08.09.2013;1754;3651;1169;1959
1178;09.09.2013;1268;2410;1361;1162
1179;10.09.2013;7864;920;1253;274
1180;11.09.2013;1989;3455;2429;1601
1181;12.09.2013;7251;3412;2289;397
1182;13.09.2013;4208;1898;3963;1502
1183;14.09.2013;2755;3567;1805;1582
1184;15.09.2013;1767;637;1426;1623
1185;16.09.2013;4208;1221;1267;1170
1186;17.09.2013;3735;899;4901;1302
1187;18.09.2013;1805;1258;4111;1065
1188;19.09.2013;4476;1010;2363;427
1189;20.09.2013;4981;1326;2374;921
1190;21.09.2013;1048;703;5470;569
1191;22.09.2013;7386;1248;1760;954
1192;23.09.2013;4234;1759;4480;946
1193;24.09.2013;4725;1484;1205;542
1194;25.09.2013;3364;264;1772;1430
1195;26.09.2013;5763;2223;5861;1797
1196;27.09.2013;2782;2593;2911;855
1197;28.09.2013;4178;3561;791;1344
1198;29.09.2013;1102;891;5186;1460
1199;30.09.2013;2181;1874;1328;1810
1200;31-9-2013;597;709;5470;1994
1201;01.10.2013;2728;1642;482;1101
1202;02.10.2013;2408;1517;3656;640
1203;03.10.2013;1973;1686;1444;874
1204;04.10.2013;2993;2788;5440;422
1205;05.10.2013;886;526;5571;1928
1206;06.10.2013;407;707;5890;474
1207;07.10.2013;7127;1517;2024;1659
1208;08.10.2013;6939;1840;4384;585
1209;09.10.2013;4165;821;1165;701
1210;10.10.2013;6935;3743;1611;1875
1211;11.10.2013;3625;3235;1140;1730
1212;12.10.2013;4930;2041;5908;821
1213;13.10.2013;791;3858;422;1406
1214;14.10.2013;4825;3039;1691;557
1215;15.10.2013;6150;3561;286;1445
1216;16.10.2013;613;3797;4241;1022
1217;17.10.2013;6102;2050;3248;859
1218;18.10.2013;290;374;1500;1278
1219;19.10.2013;7503;1936;2741;1605
1220;20.10.2013;7840;1186;5608;1464
1221;21.10.2013;7170;3208;3470;1554
1222;22.10.2013;1899;3707;3171;970
1223;23.10.2013;2742;1350;3573;716
1224;24.10.2013;3421;2440;3349;1422
1225;25.10.2013;6539;1590;5998;461
1226;26.10.2013;4361;3139;4695;842
1227;27.10.2013;4827;639;4376;916
1228;28.10.2013;7295;3964;5536;1013
1229;29.10.2013;3236;1037;4276;1035
1230;30.10.2013;2326;1687;5379;1664
1231;01.11.2013;4371;3252;1177;1763
1232;02.11.2013;3869;3224;3419;261
1233;03.11.2013;3090;3656;385;698
1234;04.11.2013;4205;1237;1171;512
1235;05.11.2013;4419;1768;2023;287
1236;06.11.2013;7358;948;3103;746
1237;07.11.2013;7924;3175;5816;1354
1238;08.11.2013;292;2502;3792;932
1239;09.11.2013;5458;1852;871;362
1240;10.11.2013;7654;1773;2877;780
1241;11.11.2013;4841;2850;5617;737
1242;12.11.2013;7356;2890;848;1628
1243;13.11.2013;1764;2690;4404;642
1244;14.11.2013;6843;495;2038;1512
1245;15.11.2013;5660;3113;891;683
1246;16.11.2013;5984;830;4810;1786
1247;17.11.2013;7324;1890;4894;1631
1248;18.11.2013;7372;1235;533;261
1249;19.11.2013;3670;3640;1958;1011
1250;20.11.2013;5453;3284;4166;1391
1251;21.11.2013;337;513;1657;1498
1252;22.11.2013;7521;674;3960;401
1253;23.11.2013;5975;1897;3916;253
1254;24.11.2013;2081;741;3824;493
1255;25.11.2013;354;657;3477;462
1256;26.11.2013;1942;609;2878;1149
1257;27.11.2013;6661;1995;560;1776
1258;28.11.2013;7305;2399;629;1322
1259;29.11.2013;7567;2395;3337;1063
1260;30.11.2013;5239;3184;3652;1799
1261;31-11-2013;7681;1235;347;1087
1262;01.12.2013;2677;1376;2608;1531
1263;02.12.2013;7205;378;824;1067
1264;03.12.2013;6192;2292;5208;1376
1265;04.12.2013;6586;2262;5119;1383
1266;05.12.2013;6285;549;4250;404
1267;06.12.2013;4297;3406;4753;1219
1268;07.12.2013;3250;1022;648;456
1269;08.12.2013;5390;3702;4055;489
1270;09.12.2013;1084;1530;3054;1760
1271;10.12.2013;292;2148;2037;1973
1272;11.12.2013;861;2356;1131;1404
1273;12.12.2013;5712;1563;3032;980
1274;13.12.2013;3298;2340;1423;495
1275;14.12.2013;5546;2980;4035;889
1276;15.12.2013;1510;1771;4093;1381
1277;16.12.2013;3593;2902;2325;1364
1278;17.12.2013;6935;634;2606;1138
1279;18.12.2013;771;2936;757;1491
1280;19.12.2013;1498;3339;1465;584
1281;20.12.2013;3150;2898;2515;1726
1282;21.12.2013;839;3861;596;1393
1283;22.12.2013;2791;2062;2428;1962
1284;23.12.2013;3889;2819;1519;300
1285;24.12.2013;6115;2717;3430;448
1286;25.12.2013;305;3742;466;538
1287;26.12.2013;3155;3548;3326;1176
1288;27.12.2013;384;837;645;1276
1289;28.12.2013;569;3029;3236;954
1290;29.12.2013;2083;2572;2253;314
1291;30.12.2013;7876;3021;4604;1097
1292;01.01.2014;3352;1349;5140;1331
1293;02.01.2014;6998;3995;4395;269
1294;03.01.2014;605;615;1604;1050
1295;04.01.2014;2475;760;4098;1913
1296;05.01.2014;5166;2570;4661;1214
1297;06.01.2014;3060;1087;1704;293
1298;07.01.2014;4095;3980;3550;1094
1299;08.01.2014;3908;2742;2943;1920
1300;09.01.2014;5566;1479;346;727
1301;10.01.2014;4557;3804;4909;434
1302;11.01.2014;6681;2557;4593;897
1303;12.01.2014;7778;2576;4692;448
1304;13.01.2014;515;3922;2076;678
1305;14.01.2014;2733;569;678;734
1306;15.01.2014;5667;2785;4610;1096
1307;16.01.2014;370;2222;5595;521
1308;17.01.2014;3037;3900;4931;1292
1309;18.01.2014;5167;1698;4638;429
1310;19.01.2014;5692;2541;373;1078
1311;20.01.2014;4420;2994;683;1622
1312;21.01.2014;7581;2262;323;418
1313;22.01.2014;7032;2810;3379;677
1314;23.01.2014;521;1393;2421;1534
1315;24.01.2014;7775;3602;358;1925
1316;25.01.2014;7546;3939;3885;1202
1317;26.01.2014;4248;1782;4128;315
1318;27.01.2014;6135;871;1313;1403
1319;28.01.2014;2536;2076;781;1375
1320;29.01.2014;3869;1464;4182;609
1321;30.01.2014;7603;2729;4276;373
1322;31.01.2014;2668;1876;5370;1237
1323;01.02.2014;4106;3334;5993;1027
1324;02.02.2014;3109;3957;513;423
1325;03.02.2014;4347;2030;258;1757
1326;04.02.2014;7631;1031;3724;1848
1327;05.02.2014;2518;3512;3613;568
1328;06.02.2014;5661;252;3988;1141
1329;07.02.2014;5164;2285;4675;629
1330;08.02.2014;5246;3355;1335;1384
1331;09.02.2014;2138;3630;2146;1832
1332;10.02.2014;1725;265;3996;1920
1333;11.02.2014;778;1473;2996;968
1334;12.02.2014;6107;3283;5458;1838
1335;13.02.2014;4970;3627;2395;1087
1336;14.02.2014;553;849;348;319
1337;15.02.2014;6771;3615;3368;812
1338;16.02.2014;4546;2377;420;1035
1339;17.02.2014;1824;3121;2118;1195
1340;18.02.2014;4734;3132;5504;1074
1341;19.02.2014;6931;344;2887;475
1342;20.02.2014;7098;1712;4936;432
1343;21.02.2014;7592;2237;1370;567
1344;22.02.2014;5393;3782;3655;1752
1345;23.02.2014;1101;1855;1211;887
1346;24.02.2014;744;2974;3154;713
1347;25.02.2014;6763;3040;959;963
1348;26.02.2014;5349;583;2110;336
1349;27.02.2014;3219;2826;4026;1402
1350;28.02.2014;4065;1414;4272;526
1351;01.03.2014;6653;3537;1829;1482
1352;02.03.2014;2357;3234;1781;1716
1353;03.03.2014;3283;644;1448;1087
1354;04.03.2014;5506;2056;553;1523
1355;05.03.2014;690;898;5389;1420
1356;06.03.2014;5836;3786;675;837
1357;07.03.2014;7147;2720;5391;835
1358;08.03.2014;7850;2454;2271;311
1359;09.03.2014;906;253;400;1535
1360;10.03.2014;6875;1230;3747;1335
1361;11.03.2014;4137;2911;3833;1063
1362;12.03.2014;708;2825;2444;811
1363;13.03.2014;7927;3296;5801;1255
1364;14.03.2014;1469;1529;5606;1882
1365;15.03.2014;3534;3512;4489;1524
1366;16.03.2014;6911;1397;1554;590
